S_ID,BRANCH,GPA_2,RANK,S_ID ,S_NAME,P_ID,P_NAME,R_NAME,FEE_NAME,S_PARENT,gpamat,gpasci,GPA,GPA_MATCH,GPA_SCI
70538,0,3.38,1,92015,มัธยมวัดควนวิเศษมูลนิธิ,92,ตรัง,S,0,2,1.56,2.87,3.4,1.6,2.9
70547,0,3.32,1,80066,โยธินบำรุง,80,นครศรีธรรมราช,S,0,1,2,2,3.3,2,2
70557,2,2.81,1,80118,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,80,นครศรีธรรมราช,S,0,3,1.5,2.5,2.8,1.5,2.5
70558,2,3.14,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,80,นครศรีธรรมราช,S,0,1,1.6,2.13,3.1,1.6,2.1
70571,2,2.47,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,0,1,0,0,2.5,0,0
70595,1,3.23,1,11,อุดมศึกษาพณิชยการ,90,สงขลา,S,0,3,1.8,2.1,3.2,1.8,2.1
70633,2,2.09,0,95001,คณะราษฎรบำรุง จังหวัดยะลา,95,ยะลา,S,0,3,3.5,4,2.1,3.5,4
70643,2,2.74,1,80118,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,80,นครศรีธรรมราช,S,0,1,1.85,2.4,2.7,1.9,2.4
70645,2,3.11,1,90028,ระโนดวิทยา,90,สงขลา,S,0,1,2,3,3.1,2,3
70662,1,3.78,0,83007,สตรีภูเก็ต,83,ภูเก็ต,S,0,3,4,3.5,3.8,4,3.5
70725,3,3.16,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,80,นครศรีธรรมราช,S,0,3,1.25,3.25,3.2,1.3,3.3
70746,2,2.83,0,84046,สุราษฎร์ธานี 2,84,สุราษฎร์ธานี,S,0,0,2.41,2.7,2.8,2.4,2.7
70777,0,2.34,1,90020,นาทวีวิทยาคม,90,สงขลา,S,0,2,1.7,2.2,2.3,1.7,2.2
70815,0,2.53,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,0,3,2.3,3.36,2.5,2.3,3.4
72822,1,2.58,0,1022060232,เบญจมานุสรณ์,22,จันทบุรี,E,0,2,0,0,2.6,0,0
70838,2,2.48,1,80902,วิทยาลัยเทคโนโลยีภาคใต้,80,นครศรีธรรมราช,S,0,3,1.2,2.08,2.5,1.2,2.1
70859,0,2.85,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,0,3,2.71,2.19,2.9,2.7,2.2
70864,0,3.19,1,92015,มัธยมวัดควนวิเศษมูลนิธิ,92,ตรัง,S,0,1,1.8,2.35,3.2,1.8,2.4
70884,1,2.8,0,84046,สุราษฎร์ธานี 2,84,สุราษฎร์ธานี,S,0,1,1.8,2,2.8,1.8,2
70916,0,2.23,1,80086,สิชลคุณาธารวิทยา,80,นครศรีธรรมราช,S,0,2,1.66,2.6,2.2,1.7,2.6
70918,3,2.9,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,0,2,3,3,2.9,3,3
70922,3,2.64,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,80,นครศรีธรรมราช,S,0,1,2.24,2.29,2.6,2.2,2.3
70926,1,2.55,1,84005,เขาพนมแบกศึกษา,84,สุราษฎร์ธานี,S,0,1,2.16,2.2,2.6,2.2,2.2
70931,2,2.7,1,1082330183,คุระบุรีชัยพัฒนาพิทยาคม,82,พังงา,S,0,2,2.41,2.72,2.7,2.4,2.7
70957,3,2.41,1,80063,มุสลิมสันติธรรมมูลนิธิ,80,นครศรีธรรมราช,S,0,2,0,0,2.4,0,0
70982,2,3.38,1,80118,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,80,นครศรีธรรมราช,S,0,1,3.87,3.5,3.4,3.9,3.5
70996,2,3.51,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,0,3,2.5,2,3.5,2.5,2
71104,2,2.37,1,92601,วิทยาลัยการอาชีพห้วยยอด,92,ตรัง,S,0,1,1.25,2.5,2.4,1.3,2.5
71150,2,3.27,1,83104,วิทยาลัยอาชีวะศึกษาภูเก็ต,83,ภูเก็ต,S,0,2,2.81,3,3.3,2.8,3
71164,2,3.09,1,8.28E+12,ดารุสสาลาม,96,นราธิวาส,S,0,1,2.66,2.39,3.1,2.7,2.4
71168,0,2.91,1,3,วิทยาลัยเทคโนโลยีสุราษฎร์ธานี,84,สุราษฎร์ธานี,S,0,1,1.84,2.2,2.9,1.8,2.2
71194,1,2.98,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,S,0,1,1.48,1.75,3,1.5,1.8
71204,2,2.96,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,0,1,2.5,2.08,3,2.5,2.1
71314,2,2.85,1,84040,เวียงสระ,84,สุราษฎร์ธานี,S,0,1,2.12,2.72,2.9,2.1,2.7
71588,0,3.31,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,S,0,3,1.5,1.8,3.3,1.5,1.8
71623,0,2.63,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,S,0,3,2,2.52,2.6,2,2.5
72242,0,2.39,0,99840127,เทศบาล 1 (เอ็งเสียงสามัคคี),90,สงขลา,S,0,2,0,0,2.4,0,0
72257,0,2.94,0,90048,หาดใหญ่วิทยาลัย,90,สงขลา,S,0,2,3.82,3.05,2.9,3.8,3.1
72166,3,3.57,1,80043,ทุ่งใหญ่วิทยาคม,80,นครศรีธรรมราช,S,0,1,3.86,3.08,3.6,3.9,3.1
72215,3,3.7,1,80087,สิชลประชาสรรค์,80,นครศรีธรรมราช,S,0,2,0,0,3.7,0,0
72272,0,2.49,1,81300103,อัสสัมชัญ นครราชสีมา,30,นครราชสีมา,EN,0,1,0,0,2.5,0,0
72284,3,2.77,0,96007,นราธิวาส,96,นราธิวาส,S,0,1,0,0,2.8,0,0
72323,0,3.63,0,99800001,สาธิตเทศบาลวัดเพชรจริก,80,นครศรีธรรมราช,S,0,3,2.5,2.5,3.6,2.5,2.5
72329,3,2.5,1,77301,ทับสะแกวิทยา,77,ประจวบคีรีขันธ์,W,0,2,2.6,2.02,2.5,2.6,2
72363,2,3.1,1,96026,อัตตัรกียะห์อิสลามียะห์,96,นราธิวาส,S,0,3,1.8,1.9,3.1,1.8,1.9
73895,2,2.75,1,84047,สุราษฎร์พิทยา,84,สุราษฎร์ธานี,S,1,3,2.5,3.14,2.8,2.5,3.1
73926,1,2.78,2,82004,ดีบุกพังงาวิทยายน,82,พังงา,S,1,2,2.04,2.95,2.8,2,3
73908,0,3.37,0,1080210774,เบญจมราชูทิศ นครศรีธรรมราช,80,นครศรีธรรมราช,S,1,3,1,2.04,3.4,1,2
73931,2,3.11,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,1,3,2.26,1.94,3.1,2.3,1.9
73944,0,3.13,1,92015,มัธยมวัดควนวิเศษมูลนิธิ,92,ตรัง,S,1,1,2.72,2.9,3.1,2.7,2.9
73985,2,2.98,1,84023,บางสวรรค์วิทยาคม,84,สุราษฎร์ธานี,S,1,2,2,3.5,3,2,3.5
74000,0,3.16,0,1083400060,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ภูเก็ต,83,ภูเก็ต,S,1,1,1.96,2.45,3.2,2,2.5
74015,2,2.71,1,84047,สุราษฎร์พิทยา,84,สุราษฎร์ธานี,S,1,2,3.42,3.6,2.7,3.4,3.6
74048,2,2.52,1,84103231,เทศบาลบ้านย่านยาว,82,พังงา,S,1,2,1,2.25,2.5,1,2.3
73055,0,3.21,0,86015,สอาดเผดิมวิทยา,86,ชุมพร,S,1,3,3.2,2.85,3.2,3.2,2.9
74059,2,2.71,1,40032002,พลวิทยา,90,สงขลา,S,1,1,1.3,1.87,2.7,1.3,1.9
74277,0,2.86,0,83007,สตรีภูเก็ต,83,ภูเก็ต,S,1,2,2.03,2.5,2.9,2,2.5
74079,0,2.78,1,80063,มุสลิมสันติธรรมมูลนิธิ,80,นครศรีธรรมราช,S,1,1,3.51,3.28,2.8,3.5,3.3
74082,2,3.5,1,40032002,พลวิทยา,90,สงขลา,S,1,1,1.95,2.87,3.5,2,2.9
74283,2,2.93,0,1083400060,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ภูเก็ต,83,ภูเก็ต,S,1,2,2.25,2,2.9,2.3,2
74112,1,3.33,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,80,นครศรีธรรมราช,S,1,2,3,4,3.3,3,4
74136,2,2.96,1,80118,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,80,นครศรีธรรมราช,S,1,3,2.07,2.75,3,2.1,2.8
74160,0,3.08,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,1,2,2.72,3.76,3.1,2.7,3.8
74178,2,3.17,1,96023,สุไหงโก-ลก,96,นราธิวาส,S,1,1,2.23,2.72,3.2,2.2,2.7
74294,2,3.22,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,S,1,2,2.56,2.63,3.2,2.6,2.6
73205,2,2.93,0,82007,"ตะกั่วป่า""เสนานุกูล""",82,พังงา,S,1,3,2.62,2.85,2.9,2.6,2.9
73209,0,3.61,0,93029,สตรีพัทลุง,93,พัทลุง,S,1,3,2.07,2.12,3.6,2.1,2.1
74217,3,3.4,0,85004,พิชัยรัตนาคาร,85,ระนอง,S,1,1,1.37,2.9,3.4,1.4,2.9
74228,2,3.08,0,90026,มหาวชิราวุธ จังหวัดสงขลา,90,สงขลา,S,1,1,2.53,2.52,3.1,2.5,2.5
74236,3,3.27,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,1,1,2.75,2.37,3.3,2.8,2.4
74241,0,2.65,0,1083400060,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ภูเก็ต,83,ภูเก็ต,S,1,1,2.88,2.19,2.7,2.9,2.2
74253,2,2.93,1,84023,บางสวรรค์วิทยาคม,84,สุราษฎร์ธานี,S,1,2,2.22,2.75,2.9,2.2,2.8
73255,2,2.72,0,1083400060,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ภูเก็ต,83,ภูเก็ต,S,1,3,2.98,2.92,2.7,3,2.9
74356,2,3.62,0,1080210774,เบญจมราชูทิศ นครศรีธรรมราช,80,นครศรีธรรมราช,S,1,2,2.33,1.66,3.6,2.3,1.7
74390,2,2.97,1,84038,เมืองสุราษฎร์ธานี,84,สุราษฎร์ธานี,S,1,2,3.5,4,3,3.5,4
74407,2,3.25,1,80118,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,80,นครศรีธรรมราช,S,1,2,1.67,3.18,3.3,1.7,3.2
73333,2,3.29,0,1080210774,เบญจมราชูทิศ นครศรีธรรมราช,80,นครศรีธรรมราช,S,1,3,2.62,2.83,3.3,2.6,2.8
73335,3,2.69,0,80039,ทุ่งสง,80,นครศรีธรรมราช,S,1,3,2.33,2.75,2.7,2.3,2.8
74452,2,2.85,0,99840047,เทศบาลปลูกปัญญา ในประอุปถัมภ์,83,ภูเก็ต,S,1,2,2.2,1.8,2.9,2.2,1.8
74453,0,2.7,1,80086,สิชลคุณาธารวิทยา,80,นครศรีธรรมราช,S,1,2,1.73,2.9,2.7,1.7,2.9
74454,2,3.06,1,80052,ปากพนัง,80,นครศรีธรรมราช,S,1,3,1.53,2.2,3.1,1.5,2.2
74463,1,2.69,0,84004,เกาะสมุย,84,สุราษฎร์ธานี,S,1,1,2.5,3,2.7,2.5,3
74487,2,2.94,1,80118,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,80,นครศรีธรรมราช,S,1,1,2.62,3.25,2.9,2.6,3.3
74523,1,3.7,0,1080210774,เบญจมราชูทิศ นครศรีธรรมราช,80,นครศรีธรรมราช,S,1,2,2.59,2.25,3.7,2.6,2.3
73516,3,3.33,0,85004,พิชัยรัตนาคาร,85,ระนอง,S,1,3,4,4,3.3,4,4
74517,2,3,1,83104,วิทยาลัยอาชีวะศึกษาภูเก็ต,83,ภูเก็ต,S,1,3,1.8,1.87,3,1.8,1.9
74549,0,2.66,1,80064,เมืองนครศรีธรรมราช,80,นครศรีธรรมราช,S,1,1,1.75,2.5,2.7,1.8,2.5
74552,2,2.99,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,80,นครศรีธรรมราช,S,1,1,2.25,2.5,3,2.3,2.5
74586,1,3.84,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,80,นครศรีธรรมราช,S,1,3,3.9,3.57,3.8,3.9,3.6
74604,1,3.9,1,99840173,มัธยมเปี่ยมรัก,84,สุราษฎร์ธานี,S,1,3,2.46,2.87,3.9,2.5,2.9
73606,2,3.31,0,90019,นวมินทราชูทิศ ทักษิณ,90,สงขลา,S,1,3,3.32,3.06,3.3,3.3,3.1
74622,0,3.52,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,S,1,2,3.66,2.4,3.5,3.7,2.4
74628,3,3.04,1,99840033,พะตงวิทยามูลนิธิ,90,สงขลา,S,1,2,1.5,3,3,1.5,3
74647,2,2.64,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,1,0,2.33,2.16,2.6,2.3,2.2
74669,2,2.79,1,82009,ท้ายเหมืองวิทยา,82,พังงา,S,1,2,3,3.5,2.8,3,3.5
74699,0,2.66,1,99840131,ราชประชานุเคราะห์ 42 สตูล,91,สตูล,S,1,1,2,2,2.7,2,2
74739,0,2.9,1,80055,พรหมคีรีพิทยาคม,80,นครศรีธรรมราช,S,1,1,1.5,2.91,2.9,1.5,2.9
74744,2,3.46,0,80032,เตรียมอุดมศึกษาภาคใต้,80,นครศรีธรรมราช,S,1,2,1.75,3,3.5,1.8,3
74757,2,3.06,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,80,นครศรีธรรมราช,S,1,1,3.03,2.9,3.1,3,2.9
74795,3,3.45,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,S,1,1,2.26,2.56,3.5,2.3,2.6
74827,2,3.25,0,82007,"ตะกั่วป่า""เสนานุกูล""",82,พังงา,S,1,2,3,3.25,3.3,3,3.3
74840,0,2.6,1,99840087,เทศบาล 1 (บ้านท่าตะเภา),86,ชุมพร,S,1,2,2.78,2.78,2.6,2.8,2.8
74860,2,3.1,0,80080,สตรีทุ่งสง,80,นครศรีธรรมราช,S,1,1,2.11,3.38,3.1,2.1,3.4
74862,2,3.04,1,96023,สุไหงโก-ลก,96,นราธิวาส,S,1,0,2.91,2.59,3,2.9,2.6
74868,2,2.99,1,83900410,พัฒนาศาสตร์มูลนิธิ,90,สงขลา,S,1,2,3.41,2.58,3,3.4,2.6
74878,0,2.57,1,84103231,เทศบาลบ้านย่านยาว,82,พังงา,S,1,2,1.6,2.9,2.6,1.6,2.9
73911,1,3.21,0,1080210774,เบญจมราชูทิศ นครศรีธรรมราช,80,นครศรีธรรมราช,S,1,3,3.83,2.63,3.2,3.8,2.6
74914,0,3.64,1,96026,อัตตัรกียะห์อิสลามียะห์,96,นราธิวาส,S,1,3,1.37,2.12,3.6,1.4,2.1
74917,0,2.45,1,80107,ท่านครญาณวโรภาสอุทิศ,80,นครศรีธรรมราช,S,1,1,1.25,1,2.5,1.3,1
74931,1,2.96,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,80,นครศรีธรรมราช,S,1,2,2.5,2.76,3,2.5,2.8
74946,2,2.83,1,9,สุราษฏร์พิทยา2,84,สุราษฎร์ธานี,S,1,1,3.16,2.89,2.8,3.2,2.9
74953,3,3.32,1,83910310,อรุณศาสน์วิทยามูลนิธิ,91,สตูล,S,1,1,3.39,3.21,3.3,3.4,3.2
75004,1,3.68,1,84012011,เตรียมอุดมศึกษาพัฒนาการ สุราษฎร์ธานี,84,สุราษฎร์ธานี,S,1,1,2.09,2.62,3.7,2.1,2.6
75024,2,2.85,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,1,2,2.8,2.37,2.9,2.8,2.4
75061,3,3.14,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,1,1,1.95,2.3,3.1,2,2.3
75062,0,3.19,0,1080210774,เบญจมราชูทิศ นครศรีธรรมราช,80,นครศรีธรรมราช,S,1,3,1.59,1.6,3.2,1.6,1.6
75075,1,2.32,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,S,1,3,1.75,1.95,2.3,1.8,2
75082,0,2.44,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,1,2,1.3,2.03,2.4,1.3,2
75091,0,2.52,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,1,2,2.5,2.65,2.5,2.5,2.7
75109,3,3.34,1,93021,พัทลุงพิทยาคม,93,พัทลุง,S,1,2,1.87,1.62,3.3,1.9,1.6
75118,2,2.35,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,1,2,1.41,2,2.4,1.4,2
75233,0,2.62,0,81013,อำมาตย์พานิชนุกูล,81,กระบี่,S,1,2,3.16,2.83,2.6,3.2,2.8
75234,0,2.9,1,84030,พระแสงวิทยา,84,สุราษฎร์ธานี,S,1,1,1.33,1.75,2.9,1.3,1.8
75273,1,2.92,0,81013,อำมาตย์พานิชนุกูล,81,กระบี่,S,1,3,1.68,2.95,2.9,1.7,3
75274,3,3.18,1,80018,ฉวางรัชดาภิเษก,80,นครศรีธรรมราช,S,1,1,2.77,2.17,3.2,2.8,2.2
75286,3,2.85,0,90019,นวมินทราชูทิศ ทักษิณ,90,สงขลา,S,1,1,1.65,1.75,2.9,1.7,1.8
75306,2,3,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,1,3,2.22,1.97,3,2.2,2
75325,3,2.96,1,92023,สวัสดิ์รัตนาภิมุข,92,ตรัง,S,1,1,1.08,1.33,3,1.1,1.3
75422,1,3.25,0,83007,สตรีภูเก็ต,83,ภูเก็ต,S,1,2,1.1,1.87,3.3,1.1,1.9
75424,0,2.21,1,80064,เมืองนครศรีธรรมราช,80,นครศรีธรรมราช,S,1,1,1.5,1.62,2.2,1.5,1.6
75490,0,2.39,1,80066,โยธินบำรุง,80,นครศรีธรรมราช,S,1,2,2,3,2.4,2,3
75500,1,2.35,1,80118,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,80,นครศรีธรรมราช,S,1,3,2.16,1.9,2.4,2.2,1.9
75524,0,2.89,0,84045,สุราษฎร์ธานี,84,สุราษฎร์ธานี,S,1,2,2.58,3.12,2.9,2.6,3.1
75507,0,2.38,1,80042,ทุ่งใหญ่เฉลิมราชอนุสรณ์ รัชมังคลาภิเษก,80,นครศรีธรรมราช,S,1,1,1.2,1.5,2.4,1.2,1.5
75528,0,2.26,0,80032,เตรียมอุดมศึกษาภาคใต้,80,นครศรีธรรมราช,S,1,2,2.23,1.8,2.3,2.2,1.8
75793,0,2.49,1,80066,โยธินบำรุง,80,นครศรีธรรมราช,S,1,3,1.8,2.12,2.5,1.8,2.1
75808,0,2.08,0,99840040,ธิดาแม่พระ,84,สุราษฎร์ธานี,S,1,1,3.25,1.75,2.1,3.3,1.8
75813,3,3.29,1,80406,วิทยาลัยเทคนิคสิชล,80,นครศรีธรรมราช,S,1,3,1.33,2.37,3.3,1.3,2.4
75850,2,2.8,0,90048,หาดใหญ่วิทยาลัย,90,สงขลา,S,1,1,1.35,1.58,2.8,1.4,1.6
75857,2,2.38,1,84023,บางสวรรค์วิทยาคม,84,สุราษฎร์ธานี,S,1,1,0,0,2.4,0,0
75860,0,2.77,0,81013,อำมาตย์พานิชนุกูล,81,กระบี่,S,1,1,3,2.57,2.8,3,2.6
75869,2,2.82,1,83100016,มุสลิมวิทยาภูเก็ต,83,ภูเก็ต,S,1,2,1.58,1.91,2.8,1.6,1.9
75932,0,2.38,0,90026,มหาวชิราวุธ จังหวัดสงขลา,90,สงขลา,S,1,3,1.86,2.14,2.4,1.9,2.1
75956,2,2.89,1,80055,พรหมคีรีพิทยาคม,80,นครศรีธรรมราช,S,1,2,1.76,1.25,2.9,1.8,1.3
75961,2,2.35,1,80055,พรหมคีรีพิทยาคม,80,นครศรีธรรมราช,S,1,1,2.3,1.89,2.4,2.3,1.9
76055,3,3.17,1,80058,พิปูนสังฆรักษ์ประชาอุทิศ,80,นครศรีธรรมราช,S,1,2,0,0,3.2,0,0
76285,1,3.2,0,1083400060,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ภูเก็ต,83,ภูเก็ต,S,1,2,1.33,2,3.2,1.3,2
76121,0,3.46,0,70803,บรมราชินีนาถราชวิทยาลัย,70,ราชบุรี,W,1,1,2.17,2.82,3.5,2.2,2.8
76174,0,3.07,1,80052,ปากพนัง,80,นครศรีธรรมราช,S,1,0,0,0,3.1,0,0
76192,3,2.78,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,1,1,1.55,1.7,2.8,1.6,1.7
76210,1,3.03,0,56902,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ลพบุรี,16,ลพบุรี,C,1,3,0,0,3,0,0
76248,1,2.6,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,1,1,2.75,2.75,2.6,2.8,2.8
76239,2,2.9,0,50130,ดาราวิทยาลัย,50,เชียงใหม่,N,1,3,0,0,2.9,0,0
76251,0,2.98,1,81012,อ่าวลึกประชาสรรค์,81,กระบี่,S,1,3,0,0,3,0,0
76272,0,2.92,0,83007,สตรีภูเก็ต,83,ภูเก็ต,S,1,2,1.41,2.4,2.9,1.4,2.4
76282,2,2.45,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,1,1,0,0,2.5,0,0
76287,2,3.32,0,74102,สมุทรสาครบูรณะ,74,สมุทรสาคร,B,1,1,2,3.25,3.3,2,3.3
76566,1,3.27,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,80,นครศรีธรรมราช,S,1,2,1.75,2.08,3.3,1.8,2.1
76709,0,3.75,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,S,1,3,2,1.7,3.8,2,1.7
76737,0,3.19,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,S,1,1,1,1.5,3.2,1,1.5
76767,0,3,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,1,1,0,0,3,0,0
76768,1,2.07,0,1080210774,เบญจมราชูทิศ นครศรีธรรมราช,80,นครศรีธรรมราช,S,1,3,0,0,2.1,0,0
76827,0,2.72,1,86003,ท่าแซะรัชดาภิเษก,86,ชุมพร,S,1,1,1.46,1.75,2.7,1.5,1.8
76859,1,2.92,0,80032,เตรียมอุดมศึกษาภาคใต้,80,นครศรีธรรมราช,S,1,3,3.05,2.37,2.9,3.1,2.4
76880,0,2.76,1,91001,กำแพงวิทยา,91,สตูล,S,1,1,2.55,2.62,2.8,2.6,2.6
76913,2,3.12,1,80058,พิปูนสังฆรักษ์ประชาอุทิศ,80,นครศรีธรรมราช,S,1,2,2.2,2.66,3.1,2.2,2.7
76944,1,2.88,1,76101,พรหมานุสรณ์ เพชรบุรี,76,เพชรบุรี,W,1,2,1,1.5,2.9,1,1.5
76946,1,2.61,1,8183010,ดาวรุ่งวิทยา,83,ภูเก็ต,S,1,3,3,2.5,2.6,3,2.5
77364,1,2.44,1,84110,วิทยาลัยอาชีวศึกษาสุราษฎร์ธานี,84,สุราษฎร์ธานี,S,1,1,2.25,2.5,2.4,2.3,2.5
77384,0,2.4,1,84110,วิทยาลัยอาชีวศึกษาสุราษฎร์ธานี,84,สุราษฎร์ธานี,S,1,3,2.62,3.5,2.4,2.6,3.5
77484,0,2.68,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,1,3,3.16,2.92,2.7,3.2,2.9
77485,0,3.02,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,1,1,2.84,3.2,3,2.8,3.2
78285,4,3.53,1,84019,ทีปราษฎร์พิทยา,84,สุราษฎร์ธานี,S,2,1,2,3.75,3.5,2,3.8
78300,2,3.19,0,90048,หาดใหญ่วิทยาลัย,90,สงขลา,S,2,1,3.2,2.61,3.2,3.2,2.6
78309,3,3.61,1,92016,ย่านตาขาวรัฐชนูปถัมภ์,92,ตรัง,S,2,1,2.52,2.65,3.6,2.5,2.7
78318,3,3.35,0,82004,ดีบุกพังงาวิทยายน,82,พังงา,S,2,3,2.85,2.83,3.4,2.9,2.8
78346,2,3.21,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,2,3,1.2,2.25,3.2,1.2,2.3
78362,1,3.73,0,93020,พัทลุง,93,พัทลุง,S,2,2,0,0,3.7,0,0
78370,0,3.79,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,S,2,3,3.16,2.38,3.8,3.2,2.4
78383,3,3.41,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,2,1,3.36,2.84,3.4,3.4,2.8
78406,1,3.73,1,92024,สามัคคีศึกษา,92,ตรัง,S,2,1,2.3,2.96,3.7,2.3,3
78408,0,3.12,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,2,1,3.76,3.38,3.1,3.8,3.4
78428,4,3.39,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,2,3,2.03,2.66,3.4,2,2.7
78433,1,3.55,0,92020,วิเชียรมาตุ,92,ตรัง,S,2,1,1.69,1.61,3.6,1.7,1.6
78438,1,2.27,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,2,2,3,2.61,2.3,3,2.6
78446,4,3.35,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,2,1,2,2.33,3.4,2,2.3
78450,2,2.71,1,92601,วิทยาลัยการอาชีพห้วยยอด,92,ตรัง,S,2,1,2.1,3.37,2.7,2.1,3.4
78452,3,3.26,0,90048,หาดใหญ่วิทยาลัย,90,สงขลา,S,2,2,1.73,2.1,3.3,1.7,2.1
78461,0,2.86,1,93030,หารเทารังสีประชาสรรค์,93,พัทลุง,S,2,1,2.5,2.07,2.9,2.5,2.1
78490,0,2.95,1,84034,พุนพินพิทยาคม,84,สุราษฎร์ธานี,S,2,3,3.1,3.12,3,3.1,3.1
78393,2,3.57,0,93020,พัทลุง,93,พัทลุง,S,2,3,2.45,3.3,3.6,2.5,3.3
78522,1,3.67,0,1080210774,เบญจมราชูทิศ นครศรีธรรมราช,80,นครศรีธรรมราช,S,2,2,2.8,2.53,3.7,2.8,2.5
78506,2,3.45,1,90027,มัธยมสิริวัณวรี 2 สงขลา,90,สงขลา,S,2,1,0,0,3.5,0,0
78507,0,2.88,1,4,วิทยาลัยอาชีวศึกษาเชียงราย,57,เชียงราย,N,2,3,2.2,2.54,2.9,2.2,2.5
78553,2,2.96,1,9,สุราษฏร์พิทยา2,84,สุราษฎร์ธานี,S,2,1,1.86,1.79,3,1.9,1.8
78554,1,3.59,1,84047,สุราษฎร์พิทยา,84,สุราษฎร์ธานี,S,2,3,2.2,2.23,3.6,2.2,2.2
78555,1,3.2,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,2,2,2.44,2.44,3.2,2.4,2.4
78571,3,3.71,0,99800001,สาธิตเทศบาลวัดเพชรจริก,80,นครศรีธรรมราช,S,2,3,2.37,2.3,3.7,2.4,2.3
