S_ID,BRANCH,GPA,RANK,S_ID,S_NAME,P_ID,P_NAME,R_NAME,FEE_NAME,S_PARENT
74407,2,3.25,1,80118,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,80,นครศรีธรรมราช,5,1,2
73333,2,3.29,0,1080210774,เบญจมราชูทิศ นครศรีธรรมราช,80,นครศรีธรรมราช,5,1,3
73335,3,2.69,0,80039,ทุ่งสง,80,นครศรีธรรมราช,5,1,3
74452,2,2.85,0,99840047,เทศบาลปลูกปัญญา ในประอุปถัมภ์,83,ภูเก็ต,5,1,2
74453,0,2.7,1,80086,สิชลคุณาธารวิทยา,80,นครศรีธรรมราช,5,1,2
74454,2,3.06,1,80052,ปากพนัง,80,นครศรีธรรมราช,5,1,3
74463,1,2.69,0,84004,เกาะสมุย,84,สุราษฎร์ธานี,5,1,1
74487,2,2.94,1,80118,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,80,นครศรีธรรมราช,5,1,1
74523,1,3.7,0,1080210774,เบญจมราชูทิศ นครศรีธรรมราช,80,นครศรีธรรมราช,5,1,2
73516,3,3.33,0,85004,พิชัยรัตนาคาร,85,ระนอง,5,1,3
74517,2,3,1,83104,วิทยาลัยอาชีวะศึกษาภูเก็ต,83,ภูเก็ต,5,1,3
74549,0,2.66,1,80064,เมืองนครศรีธรรมราช,80,นครศรีธรรมราช,5,1,1
74552,2,2.99,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,80,นครศรีธรรมราช,5,1,1
74586,1,3.84,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,80,นครศรีธรรมราช,5,1,3
74604,1,3.9,1,99840173,มัธยมเปี่ยมรัก,84,สุราษฎร์ธานี,5,1,3
73606,2,3.31,0,90019,นวมินทราชูทิศ ทักษิณ,90,สงขลา,5,1,3
74622,0,3.52,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,5,1,2
74628,3,3.04,1,99840033,พะตงวิทยามูลนิธิ,90,สงขลา,5,1,2
74647,2,2.64,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,5,1,0
74669,2,2.79,1,82009,ท้ายเหมืองวิทยา,82,พังงา,5,1,2
74699,0,2.66,1,99840131,ราชประชานุเคราะห์ 42 สตูล,91,สตูล,5,1,1
74739,0,2.9,1,80055,พรหมคีรีพิทยาคม,80,นครศรีธรรมราช,5,1,1
74744,2,3.46,0,80032,เตรียมอุดมศึกษาภาคใต้,80,นครศรีธรรมราช,5,1,2
74757,2,3.06,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,80,นครศรีธรรมราช,5,1,1
74795,3,3.45,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,5,1,1
74827,2,3.25,0,82007,"ตะกั่วป่า""เสนานุกูล""",82,พังงา,5,1,2
74840,0,2.6,1,99840087,เทศบาล 1 (บ้านท่าตะเภา),86,ชุมพร,5,1,2
74860,2,3.1,0,80080,สตรีทุ่งสง,80,นครศรีธรรมราช,5,1,1
74862,2,3.04,1,96023,สุไหงโก-ลก,96,นราธิวาส,5,1,0
74868,2,2.99,1,83900410,พัฒนาศาสตร์มูลนิธิ,90,สงขลา,5,1,2
74878,0,2.57,1,84103231,เทศบาลบ้านย่านยาว,82,พังงา,5,1,2
73911,1,3.21,0,1080210774,เบญจมราชูทิศ นครศรีธรรมราช,80,นครศรีธรรมราช,5,1,3
74914,0,3.64,1,96026,อัตตัรกียะห์อิสลามียะห์,96,นราธิวาส,5,1,3
74917,0,2.45,1,80107,ท่านครญาณวโรภาสอุทิศ,80,นครศรีธรรมราช,5,1,1
74931,1,2.96,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,80,นครศรีธรรมราช,5,1,2
74946,2,2.83,1,9,สุราษฏร์พิทยา2,84,สุราษฎร์ธานี,5,1,1
74953,3,3.32,1,83910310,อรุณศาสน์วิทยามูลนิธิ,91,สตูล,5,1,1
75004,1,3.68,1,84012011,เตรียมอุดมศึกษาพัฒนาการ สุราษฎร์ธานี,84,สุราษฎร์ธานี,5,1,1
75024,2,2.85,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,5,1,2
75061,3,3.14,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,5,1,1
75062,0,3.19,0,1080210774,เบญจมราชูทิศ นครศรีธรรมราช,80,นครศรีธรรมราช,5,1,3
75075,1,2.32,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,5,1,3
75082,0,2.44,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,5,1,2
75091,0,2.52,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,5,1,2
75109,3,3.34,1,93021,พัทลุงพิทยาคม,93,พัทลุง,5,1,2
75118,2,2.35,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,5,1,2
75233,0,2.62,0,81013,อำมาตย์พานิชนุกูล,81,กระบี่,5,1,2
75234,0,2.9,1,84030,พระแสงวิทยา,84,สุราษฎร์ธานี,5,1,1
75273,1,2.92,0,81013,อำมาตย์พานิชนุกูล,81,กระบี่,5,1,3
75274,3,3.18,1,80018,ฉวางรัชดาภิเษก,80,นครศรีธรรมราช,5,1,1
75286,3,2.85,0,90019,นวมินทราชูทิศ ทักษิณ,90,สงขลา,5,1,1
75306,2,3,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,5,1,3
75325,3,2.96,1,92023,สวัสดิ์รัตนาภิมุข,92,ตรัง,5,1,1
75422,1,3.25,0,83007,สตรีภูเก็ต,83,ภูเก็ต,5,1,2
75424,0,2.21,1,80064,เมืองนครศรีธรรมราช,80,นครศรีธรรมราช,5,1,1
75490,0,2.39,1,80066,โยธินบำรุง,80,นครศรีธรรมราช,5,1,2
75500,1,2.35,1,80118,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,80,นครศรีธรรมราช,5,1,3
75524,0,2.89,0,84045,สุราษฎร์ธานี,84,สุราษฎร์ธานี,5,1,2
75507,0,2.38,1,80042,ทุ่งใหญ่เฉลิมราชอนุสรณ์ รัชมังคลาภิเษก,80,นครศรีธรรมราช,5,1,1
75528,0,2.26,0,80032,เตรียมอุดมศึกษาภาคใต้,80,นครศรีธรรมราช,5,1,2
75793,0,2.49,1,80066,โยธินบำรุง,80,นครศรีธรรมราช,5,1,3
75808,0,2.08,0,99840040,ธิดาแม่พระ,84,สุราษฎร์ธานี,5,1,1
75813,3,3.29,1,80406,วิทยาลัยเทคนิคสิชล,80,นครศรีธรรมราช,5,1,3
75850,2,2.8,0,90048,หาดใหญ่วิทยาลัย,90,สงขลา,5,1,1
75857,2,2.38,1,84023,บางสวรรค์วิทยาคม,84,สุราษฎร์ธานี,5,1,1
75860,0,2.77,0,81013,อำมาตย์พานิชนุกูล,81,กระบี่,5,1,1
75869,2,2.82,1,83100016,มุสลิมวิทยาภูเก็ต,83,ภูเก็ต,5,1,2
75932,0,2.38,0,90026,มหาวชิราวุธ จังหวัดสงขลา,90,สงขลา,5,1,3
75956,2,2.89,1,80055,พรหมคีรีพิทยาคม,80,นครศรีธรรมราช,5,1,2
75961,2,2.35,1,80055,พรหมคีรีพิทยาคม,80,นครศรีธรรมราช,5,1,1
76055,3,3.17,1,80058,พิปูนสังฆรักษ์ประชาอุทิศ,80,นครศรีธรรมราช,5,1,2
76285,1,3.2,0,1083400060,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ภูเก็ต,83,ภูเก็ต,5,1,2
76121,0,3.46,0,70803,บรมราชินีนาถราชวิทยาลัย,70,ราชบุรี,6,1,1
76174,0,3.07,1,80052,ปากพนัง,80,นครศรีธรรมราช,5,1,0
76192,3,2.78,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,5,1,1
76210,1,3.03,0,56902,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ลพบุรี,16,ลพบุรี,1,1,3
76248,1,2.6,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,5,1,1
76239,2,2.9,0,50130,ดาราวิทยาลัย,50,เชียงใหม่,4,1,3
76251,0,2.98,1,81012,อ่าวลึกประชาสรรค์,81,กระบี่,5,1,3
76272,0,2.92,0,83007,สตรีภูเก็ต,83,ภูเก็ต,5,1,2
76282,2,2.45,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,5,1,1
76287,2,3.32,0,74102,สมุทรสาครบูรณะ,74,สมุทรสาคร,0,1,1
76566,1,3.27,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,80,นครศรีธรรมราช,5,1,2
76709,0,3.75,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,5,1,3
76737,0,3.19,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,5,1,1
76767,0,3,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,5,1,1
76768,1,2.07,0,1080210774,เบญจมราชูทิศ นครศรีธรรมราช,80,นครศรีธรรมราช,5,1,3
76827,0,2.72,1,86003,ท่าแซะรัชดาภิเษก,86,ชุมพร,5,1,1
76859,1,2.92,0,80032,เตรียมอุดมศึกษาภาคใต้,80,นครศรีธรรมราช,5,1,3
76880,0,2.76,1,91001,กำแพงวิทยา,91,สตูล,5,1,1
76913,2,3.12,1,80058,พิปูนสังฆรักษ์ประชาอุทิศ,80,นครศรีธรรมราช,5,1,2
76944,1,2.88,1,76101,พรหมานุสรณ์ เพชรบุรี,76,เพชรบุรี,6,1,2
76946,1,2.61,1,8183010,ดาวรุ่งวิทยา,83,ภูเก็ต,5,1,3
77364,1,2.44,1,84110,วิทยาลัยอาชีวศึกษาสุราษฎร์ธานี,84,สุราษฎร์ธานี,5,1,1
77384,0,2.4,1,84110,วิทยาลัยอาชีวศึกษาสุราษฎร์ธานี,84,สุราษฎร์ธานี,5,1,3
77484,0,2.68,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,5,1,3
77485,0,3.02,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,5,1,1
78285,4,3.53,1,84019,ทีปราษฎร์พิทยา,84,สุราษฎร์ธานี,5,2,1
78300,2,3.19,0,90048,หาดใหญ่วิทยาลัย,90,สงขลา,5,2,1
78309,3,3.61,1,92016,ย่านตาขาวรัฐชนูปถัมภ์,92,ตรัง,5,2,1
78318,3,3.35,0,82004,ดีบุกพังงาวิทยายน,82,พังงา,5,2,3
78346,2,3.21,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,5,2,3
78362,1,3.73,0,93020,พัทลุง,93,พัทลุง,5,2,2
78370,0,3.79,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,5,2,3
78383,3,3.41,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,5,2,1
78406,1,3.73,1,92024,สามัคคีศึกษา,92,ตรัง,5,2,1
78408,0,3.12,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,5,2,1
78428,4,3.39,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,5,2,3
78433,1,3.55,0,92020,วิเชียรมาตุ,92,ตรัง,5,2,1
78438,1,2.27,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,5,2,2
78446,4,3.35,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,5,2,1
78450,2,2.71,1,92601,วิทยาลัยการอาชีพห้วยยอด,92,ตรัง,5,2,1
78452,3,3.26,0,90048,หาดใหญ่วิทยาลัย,90,สงขลา,5,2,2
78461,0,2.86,1,93030,หารเทารังสีประชาสรรค์,93,พัทลุง,5,2,1
78490,0,2.95,1,84034,พุนพินพิทยาคม,84,สุราษฎร์ธานี,5,2,3
78393,2,3.57,0,93020,พัทลุง,93,พัทลุง,5,2,3
78522,1,3.67,0,1080210774,เบญจมราชูทิศ นครศรีธรรมราช,80,นครศรีธรรมราช,5,2,2
78506,2,3.45,1,90027,มัธยมสิริวัณวรี 2 สงขลา,90,สงขลา,5,2,1
78507,0,2.88,1,4,วิทยาลัยอาชีวศึกษาเชียงราย,57,เชียงราย,4,2,3
78553,2,2.96,1,9,สุราษฏร์พิทยา2,84,สุราษฎร์ธานี,5,2,1
78554,1,3.59,1,84047,สุราษฎร์พิทยา,84,สุราษฎร์ธานี,5,2,3
78555,1,3.2,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,5,2,2
78571,3,3.71,0,99800001,สาธิตเทศบาลวัดเพชรจริก,80,นครศรีธรรมราช,5,2,3
78573,2,2.77,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,5,2,3
78587,0,3.08,0,84004,เกาะสมุย,84,สุราษฎร์ธานี,5,2,1
78601,2,2.84,0,93020,พัทลุง,93,พัทลุง,5,2,1
78602,1,3.03,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,5,2,3
78610,0,2.89,1,80014,จรัสพิชากร,80,นครศรีธรรมราช,5,2,3
78620,3,3.31,1,81007,เมืองกระบี่,81,กระบี่,5,2,2
78621,2,2.6,1,99840178,วิทยาลัยเทคโนโลยีหาดใหญ่อำนวยวิทย์,90,สงขลา,5,2,1
78628,4,3.62,1,80100052,ประทีปศาสน์,80,นครศรีธรรมราช,5,2,1
78653,0,3.24,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,5,2,1
78660,2,2.64,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,5,2,3
78661,2,2.7,1,81006,พนมเบญจา,81,กระบี่,5,2,2
78662,0,3.07,0,92013,บูรณะรำลึก,92,ตรัง,5,2,3
78665,0,3.2,1,10304,เตรียมอุดมศึกษาสุวินทวงศ์,10,กรุงเทพมหานคร,0,2,2
78680,3,3.45,1,80906,ปัญญาสารธรรมมูลนิธิ,80,นครศรีธรรมราช,5,2,3
78698,3,3.14,1,93026,ศาสนูปถัมภ์ปากพะยูนมูลนิธิ,93,พัทลุง,5,2,1
78713,3,3.07,0,84004,เกาะสมุย,84,สุราษฎร์ธานี,5,2,3
78718,0,3.12,0,96007,นราธิวาส,96,นราธิวาส,5,2,1
78726,0,2.88,1,93017,ป่าพะยอมพิทยาคม,93,พัทลุง,5,2,1
78727,0,3.15,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,5,2,1
78733,3,2.83,0,84004,เกาะสมุย,84,สุราษฎร์ธานี,5,2,3
78767,2,3.5,1,92017,รัษฎา,92,ตรัง,5,2,1
78780,0,2.62,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,5,2,3
78783,2,2.88,1,84101,วิทยาลัยเทคนิคสุราษฎร์ธานี,84,สุราษฎร์ธานี,5,2,1
78790,4,3.64,1,80100052,ประทีปศาสน์,80,นครศรีธรรมราช,5,2,2
78813,3,3.12,1,80092,หัวไทรบำรุงราษฎร์,80,นครศรีธรรมราช,5,2,1
78837,4,3.92,2,82004,ดีบุกพังงาวิทยายน,82,พังงา,5,2,2
78845,0,3.15,1,99840178,วิทยาลัยเทคโนโลยีหาดใหญ่อำนวยวิทย์,90,สงขลา,5,2,1
78852,4,3.62,0,93020,พัทลุง,93,พัทลุง,5,2,2
78879,3,3.37,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,5,2,1
78890,0,2.87,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,5,2,1
78901,4,3.11,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,5,2,2
78902,2,2.52,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,5,2,1
78907,0,3.37,0,92013,บูรณะรำลึก,92,ตรัง,5,2,3
78908,1,3.18,1,81900101,วชิรานุกูล,90,สงขลา,5,2,3
78915,1,3.32,1,80107,ท่านครญาณวโรภาสอุทิศ,80,นครศรีธรรมราช,5,2,1
78924,0,2.75,1,84110,วิทยาลัยอาชีวศึกษาสุราษฎร์ธานี,84,สุราษฎร์ธานี,5,2,1
78926,0,3.28,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,5,2,3
78938,4,3.1,0,84045,สุราษฎร์ธานี,84,สุราษฎร์ธานี,5,2,3
78955,2,2.83,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,5,2,3
78965,2,2.95,0,84045,สุราษฎร์ธานี,84,สุราษฎร์ธานี,5,2,3
78996,0,2.92,1,83301,กะทู้วิทยา,83,ภูเก็ต,5,2,3
79016,3,2.91,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,5,2,2
79229,0,2.99,0,92020,วิเชียรมาตุ,92,ตรัง,5,2,2
79033,2,2.86,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,5,2,1
79032,4,3.16,0,83007,สตรีภูเก็ต,83,ภูเก็ต,5,2,3
79050,4,3.59,1,90030,รุ่งโรจน์วิทยา,90,สงขลา,5,2,1
79055,1,3.38,1,2,มัดร่อซาตุลอุลูมิดดีน,80,นครศรีธรรมราช,5,2,3
79063,2,3.52,1,86013,สวนศรีวิทยา,86,ชุมพร,5,2,1
79067,3,2.6,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,5,2,1
79071,4,3.5,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,5,2,2
79098,1,3.45,1,36901,เทพสถิตวิทยา,36,ชัยภูมิ,3,2,1
79226,1,3.79,0,1083400060,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ภูเก็ต,83,ภูเก็ต,5,2,2
79128,0,2.93,1,81840101,เทพมิตรศึกษา,84,สุราษฎร์ธานี,5,2,2
79133,2,3.24,1,3802102,นบพิตำวิทยา,80,นครศรีธรรมราช,5,2,1
79138,4,3.61,0,80032,เตรียมอุดมศึกษาภาคใต้,80,นครศรีธรรมราช,5,2,3
79175,0,2.96,1,93017,ป่าพะยอมพิทยาคม,93,พัทลุง,5,2,1
79228,4,3.35,1,80015,วิทยาศาสตร์จุฬาภรณราชวิทยาลัย นครศรีธรรมราช,80,นครศรีธรรมราช,5,2,0
79233,2,2.67,0,80080,สตรีทุ่งสง,80,นครศรีธรรมราช,5,2,3
79241,2,3.15,1,80028,เชียรใหญ่,80,นครศรีธรรมราช,5,2,1
79262,2,3.29,1,99840001,เทศบาล 5,84,สุราษฎร์ธานี,5,2,2
79263,0,3.21,1,92022,สภาราชินี 2,92,ตรัง,5,2,2
79273,3,3.43,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,5,2,2
79280,1,3.62,1,92024,สามัคคีศึกษา,92,ตรัง,5,2,1
79304,0,2.65,1,81007,เมืองกระบี่,81,กระบี่,5,2,2
79317,2,2.87,1,80118,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,80,นครศรีธรรมราช,5,2,2
79322,2,3.52,1,92016,ย่านตาขาวรัฐชนูปถัมภ์,92,ตรัง,5,2,1
79371,1,3.28,1,80092,หัวไทรบำรุงราษฎร์,80,นครศรีธรรมราช,5,2,1
79450,1,3.23,1,81006,พนมเบญจา,81,กระบี่,5,2,2
79451,4,3.63,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,5,2,1
79459,4,3.14,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,5,2,2
79468,2,3.38,0,81013,อำมาตย์พานิชนุกูล,81,กระบี่,5,2,2
79482,3,3.15,1,1,บ้านทับวัง,86,ชุมพร,5,2,3
79490,4,3.82,1,96026,อัตตัรกียะห์อิสลามียะห์,96,นราธิวาส,5,2,1
79536,2,3.64,0,99840077,ปัญญาวิทย์,92,ตรัง,5,2,1
79598,0,3.21,0,81013,อำมาตย์พานิชนุกูล,81,กระบี่,5,2,3
79672,1,3.11,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,80,นครศรีธรรมราช,5,2,1
79741,0,3,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,5,2,2
79823,0,3.08,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,5,2,3
79864,0,3.11,1,93026,ศาสนูปถัมภ์ปากพะยูนมูลนิธิ,93,พัทลุง,5,2,1
79895,0,3.5,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,5,2,1
79904,0,2.58,1,80406,วิทยาลัยเทคนิคสิชล,80,นครศรีธรรมราช,5,2,3
79912,0,2.68,1,80111,วิทยาลัยอาชีวศึกษานครศรีธรรมราช,80,นครศรีธรรมราช,5,2,2
79921,0,3.82,0,99840072,เทศบาล ๒ (วัดกะพังสุรินทร์),92,ตรัง,5,2,1
80009,1,2.87,0,10602,นวมินทราชินูทิศ สตรีวิทยา 2,10,กรุงเทพมหานคร,0,2,3
80014,4,3.03,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,5,2,2
80058,0,2.9,1,57701,หัวหิน,77,ประจวบคีรีขันธ์,6,2,1
80066,0,3.53,1,90005,ควนเนียงวิทยา,90,สงขลา,5,2,2
80172,1,3.46,1,84100064,ดารุสสลามวิทยา,84,สุราษฎร์ธานี,5,2,2
80177,3,2.79,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,5,2,1
80186,1,3.24,1,80066,โยธินบำรุง,80,นครศรีธรรมราช,5,2,2
80269,1,3.05,1,80906,ปัญญาสารธรรมมูลนิธิ,80,นครศรีธรรมราช,5,2,2
80276,0,2.66,1,80009,คงคาประชารักษ์,80,นครศรีธรรมราช,5,2,1
79538,0,2.54,1,12,จิตรลดา,10,กรุงเทพมหานคร,0,2,3
80329,1,3.41,1,84110,วิทยาลัยอาชีวศึกษาสุราษฎร์ธานี,84,สุราษฎร์ธานี,5,2,1
78440,2,3.56,1,96023,สุไหงโก-ลก,96,นราธิวาส,5,2,1
78722,2,3.41,1,80055,พรหมคีรีพิทยาคม,80,นครศรีธรรมราช,5,2,1
78979,2,2.63,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,5,2,3
65474,2,3.22,1,93011,บางแก้วพิทยาคม,93,พัทลุง,5,0,3
65526,2,2.15,0,80080,สตรีทุ่งสง,80,นครศรีธรรมราช,5,0,2
65593,0,2.16,1,84038,เมืองสุราษฎร์ธานี,84,สุราษฎร์ธานี,5,0,1
65613,0,2.06,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,5,0,3
65875,0,2.12,1,80026,ชะอวดวิทยาคาร,80,นครศรีธรรมราช,5,0,1
65887,2,2.17,1,8183010,ดาวรุ่งวิทยา,83,ภูเก็ต,5,0,3
65917,2,2.62,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,5,0,1
65956,2,2.53,0,90031,วรนารีเฉลิม จังหวัดสงขลา,90,สงขลา,5,0,1
65995,2,2.68,0,90047,หาดใหญ่วิทยาลัย 2,90,สงขลา,5,0,1
65999,2,2.17,0,90019,นวมินทราชูทิศ ทักษิณ,90,สงขลา,5,0,2
66022,2,2.22,1,81840101,เทพมิตรศึกษา,84,สุราษฎร์ธานี,5,0,0
66141,1,2.49,0,91011,พิมานพิทยาสรรค์,91,สตูล,5,0,3
66268,0,2.19,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,5,0,1
66284,2,2,0,90048,หาดใหญ่วิทยาลัยสมบูรณ์กุลกันยา,90,สงขลา,5,0,1
66332,1,2.62,0,13,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ภูเก็ต,83,ภูเก็ต,5,0,2
66417,0,2.17,1,90033,ส่งเสริมศาสนาวิทยามูลนิธิ,90,สงขลา,5,0,2
66458,2,2.64,0,90048,หาดใหญ่วิทยาลัยสมบูรณ์กุลกันยา,90,สงขลา,5,0,2
66533,0,2.24,0,83007,สตรีภูเก็ต,83,ภูเก็ต,5,0,1
66584,0,2.03,1,14,เดชะปัตตนยานุกูล,94,ปัตตานี,5,0,2
66925,2,2.3,0,92020,วิเชียรมาตุ,92,ตรัง,5,0,1
66969,1,2.02,1,80118,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,80,นครศรีธรรมราช,5,0,1
66989,2,3.1,0,13,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ภูเก็ต,83,ภูเก็ต,5,0,3
67524,0,2.11,1,90045,หาดใหญ่รัฐประชาสรรค์,90,สงขลา,5,0,3
67857,1,2.57,0,83007,สตรีภูเก็ต,83,ภูเก็ต,5,0,2
68041,1,2.12,1,83100016,มุสลิมวิทยา,83,ภูเก็ต,5,0,2
68101,2,2.93,0,10019,อัสสัมชัญธนบุรี,10,กรุงเทพมหานคร,0,0,2
68153,1,2.07,0,84046,สุราษฎร์ธานี 2,84,สุราษฎร์ธานี,5,0,1
68162,IT,2.01,0,85007,สตรีระนอง,85,ระนอง,5,0,1
