S_ID,BRANCH,F_ID,F_NAME,GPA,E82004GPA,ADMITACADYEAR,ACADYEAR,SEMESTER,RANK,S_ID ,S_NAME,P_NAME,R_NAME,FEE_NAME,ENTRYNAME,S_PARENT,LABEL
69657,MTA,22,สารสนเทศศาสตร์,3.39,3.3,2562,2564,2,0,80002,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDA,5,2,จบ
69709,MTA,22,สารสนเทศศาสตร์,3.26,2.35,2560,2563,3,1,70601,บางแพปฐมพิทยา,ราชบุรี,W,BDA,5,3,จบ
69742,ITD,22,สารสนเทศศาสตร์,2.45,2.67,2562,2564,3,0,80002,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDA,5,2,จบ
69737,MTA,22,สารสนเทศศาสตร์,3.36,3.59,2560,2563,2,0,84046,สุราษฎร์ธานี 2,สุราษฎร์ธานี,S,BDA,5,3,จบ
69773,MTA,22,สารสนเทศศาสตร์,2.16,2.12,2560,2563,2,1,93017,ป่าพะยอมพิทยาคม,พัทลุง,S,BDA,5,3,จบ
69809,DCM,22,สารสนเทศศาสตร์,3.36,2.33,2560,2563,3,1,80075,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDA,5,2,จบ
69810,MTA,22,สารสนเทศศาสตร์,3.06,2.82,2560,2563,2,0,80032,เตรียมอุดมศึกษาภาคใต้,นครศรีธรรมราช,S,BDA,5,3,จบ
69818,DCA,22,สารสนเทศศาสตร์,2.51,2.47,2560,2563,2,1,80055,พรหมคีรีพิทยาคม,นครศรีธรรมราช,S,BDA,5,1,จบ
69855,MTA,22,สารสนเทศศาสตร์,2.76,1.67,2560,2563,3,1,92006,ตรังคริสเตียนศึกษา,ตรัง,S,BDA,5,1,จบ
69860,MTA,22,สารสนเทศศาสตร์,3.29,3.18,2560,2563,2,0,84046,สุราษฎร์ธานี 2,สุราษฎร์ธานี,S,BDA,5,3,จบ
69863,DCM,22,สารสนเทศศาสตร์,3.53,2.58,2560,2563,3,0,80032,เตรียมอุดมศึกษาภาคใต้,นครศรีธรรมราช,S,BDA,5,3,จบ
69893,MTA,22,สารสนเทศศาสตร์,3.16,3.22,2560,2563,2,0,90031,วรนารีเฉลิม จังหวัดสงขลา,สงขลา,S,BDA,5,3,จบ
69897,MTA,22,สารสนเทศศาสตร์,2.98,3.22,2562,2564,2,0,85007,สตรีระนอง,ระนอง,S,BDA,5,2,จบ
69926,DCA,22,สารสนเทศศาสตร์,2.47,2.29,2562,2564,2,0,80032,เตรียมอุดมศึกษาภาคใต้,นครศรีธรรมราช,S,BDA,5,2,จบ
69967,MTA,22,สารสนเทศศาสตร์,3.24,2.76,2562,2564,3,2,82004,ดีบุกพังงาวิทยายน,พังงา,S,BDA,5,2,จบ
69975,MTA,22,สารสนเทศศาสตร์,2.73,2.57,2560,2563,3,0,95015,สตรียะลา,ยะลา,S,BDA,5,3,จบ
69987,DCA,22,สารสนเทศศาสตร์,2.73,3.28,2560,2563,2,1,81006,พนมเบญจา,กระบี่,S,BDA,5,2,จบ
70001,MTA,22,สารสนเทศศาสตร์,2.6,2.37,2560,2563,2,1,80075,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDA,5,1,จบ
70009,MTA,22,สารสนเทศศาสตร์,2.85,2.76,2560,2563,2,1,80037,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDA,5,1,จบ
72264,MTA,22,สารสนเทศศาสตร์,2.79,2.2,2562,2564,3,0,84046,สุราษฎร์ธานี 2,สุราษฎร์ธานี,S,BDA,5,2,จบ
70129,DCA,22,สารสนเทศศาสตร์,2.87,3.04,2560,2563,2,1,81001,คลองท่อมราษฎร์รังสรรค์,กระบี่,S,BDA,5,2,จบ
72232,DCA,22,สารสนเทศศาสตร์,2.54,2.97,2562,2564,2,0,1080210774,เบญจมราชูทิศ นครศรีธรรมราช,นครศรีธรรมราช,S,BDA,5,2,จบ
70173,DCA,22,สารสนเทศศาสตร์,2.25,2.18,2560,2563,3,1,80064,เมืองนครศรีธรรมราช,นครศรีธรรมราช,S,BDA,5,2,จบ
72277,ITD,22,สารสนเทศศาสตร์,2.97,2.37,2562,2564,3,0,90048,หาดใหญ่วิทยาลัย,สงขลา,S,BDA,5,2,จบ
70243,DCA,22,สารสนเทศศาสตร์,2.79,3.08,2560,2563,3,0,91011,พิมานพิทยาสรรค์,สตูล,S,BDA,6,1,จบ
70244,DCA,22,สารสนเทศศาสตร์,2.83,3.21,2560,2563,2,1,9,สุราษฏร์พิทยา2,สุราษฎร์ธานี,S,BDA,14,2,จบ
70238,DCA,22,สารสนเทศศาสตร์,3.21,3.11,2560,2563,2,0,99840047,เทศบาลปลูกปัญญา ในประอุปถัมภ์,ภูเก็ต,S,BDA,6,3,จบ
70266,DCA,22,สารสนเทศศาสตร์,2.76,2.83,2560,2563,3,1,80092,หัวไทรบำรุงราษฎร์,นครศรีธรรมราช,S,BDA,14,3,จบ
72275,DCM,22,สารสนเทศศาสตร์,3.22,2.24,2562,2564,3,0,90048,หาดใหญ่วิทยาลัยสมบูรณ์กุลกันยา,สงขลา,S,BDA,6,2,จบ
70372,MTA,22,สารสนเทศศาสตร์,2.66,2.81,2560,2563,3,0,92020,วิเชียรมาตุ,ตรัง,S,BDA,1,3,จบ
70429,DCA,22,สารสนเทศศาสตร์,3.36,2.95,2560,2563,2,1,90028,ระโนดวิทยา,สงขลา,S,BDA,7,1,จบ
72452,DCA,22,สารสนเทศศาสตร์,2.33,2.59,2562,2564,2,0,99840072,เทศบาล ๒ (วัดกะพังสุรินทร์),ตรัง,S,BDA,7,2,จบ
70469,MTA,22,สารสนเทศศาสตร์,2.84,3.46,2560,2563,2,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,นครศรีธรรมราช,S,BDA,7,2,จบ
72482,MTA,22,สารสนเทศศาสตร์,2.65,2.97,2562,2564,3,0,17101,สมุทรสาครวิทยาลัย,สมุทรสาคร,B,BDA,7,2,จบ
70489,DCA,22,สารสนเทศศาสตร์,2.65,2.51,2560,2563,2,1,90045,หาดใหญ่รัฐประชาสรรค์,สงขลา,S,BDA,7,1,จบ
70491,DCA,22,สารสนเทศศาสตร์,2.73,2.82,2560,2563,3,1,86013,สวนศรีวิทยา,ชุมพร,S,BDA,7,1,จบ
70517,MTA,22,สารสนเทศศาสตร์,3.04,2.54,2560,2563,3,0,85007,สตรีระนอง,ระนอง,S,BDA,7,1,จบ
70518,MTA,22,สารสนเทศศาสตร์,2.35,2.96,2560,2563,3,1,80014,จรัสพิชากร,นครศรีธรรมราช,S,BDA,7,2,จบ
70538,DCA,22,สารสนเทศศาสตร์,3.38,2.93,2560,2563,2,1,92015,มัธยมวัดควนวิเศษมูลนิธิ,ตรัง,S,BDA,7,2,จบ
70547,DCA,22,สารสนเทศศาสตร์,3.32,2.82,2560,2563,2,1,80066,โยธินบำรุง,นครศรีธรรมราช,S,BDA,7,1,จบ
70557,MTA,22,สารสนเทศศาสตร์,2.81,2.64,2560,2563,3,1,80118,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,นครศรีธรรมราช,S,BDA,7,3,จบ
70558,MTA,22,สารสนเทศศาสตร์,3.14,3.39,2560,2563,2,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,นครศรีธรรมราช,S,BDA,7,1,จบ
70571,MTA,22,สารสนเทศศาสตร์,2.47,2.55,2560,2563,3,1,80037,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDA,7,1,จบ
70595,DCM,22,สารสนเทศศาสตร์,3.23,3.36,2560,2563,3,1,11,อุดมศึกษาพณิชยการ,สงขลา,S,BDA,7,3,จบ
70633,MTA,22,สารสนเทศศาสตร์,2.09,2.69,2560,2563,3,0,95001,คณะราษฎรบำรุง จังหวัดยะลา,ยะลา,S,BDA,7,3,จบ
70643,MTA,22,สารสนเทศศาสตร์,2.74,2.77,2560,2563,2,1,80118,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,นครศรีธรรมราช,S,BDA,7,1,จบ
70645,MTA,22,สารสนเทศศาสตร์,3.11,2.7,2560,2563,2,1,90028,ระโนดวิทยา,สงขลา,S,BDA,7,1,จบ
70662,DCM,22,สารสนเทศศาสตร์,3.78,3.07,2560,2563,3,0,83007,สตรีภูเก็ต,ภูเก็ต,S,BDA,7,3,จบ
70725,ITD,22,สารสนเทศศาสตร์,3.16,3.69,2560,2563,3,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,นครศรีธรรมราช,S,BDA,7,3,จบ
70746,MTA,22,สารสนเทศศาสตร์,2.83,2.69,2560,2563,3,0,84046,สุราษฎร์ธานี 2,สุราษฎร์ธานี,S,BDA,7,0,จบ
70777,DCA,22,สารสนเทศศาสตร์,2.34,3.11,2560,2563,3,1,90020,นาทวีวิทยาคม,สงขลา,S,BDA,7,2,จบ
70815,DCA,22,สารสนเทศศาสตร์,2.53,2.68,2560,2563,2,1,80037,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDA,7,3,จบ
72822,DCM,22,สารสนเทศศาสตร์,2.58,2.95,2562,2564,3,0,1022060232,เบญจมานุสรณ์,จันทบุรี,E,BDA,7,2,จบ
70838,MTA,22,สารสนเทศศาสตร์,2.48,2.5,2560,2563,3,1,80902,วิทยาลัยเทคโนโลยีภาคใต้,นครศรีธรรมราช,S,BDA,7,3,จบ
70859,DCA,22,สารสนเทศศาสตร์,2.85,2.5,2560,2563,2,1,80037,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDA,7,3,จบ
70864,DCA,22,สารสนเทศศาสตร์,3.19,2.83,2560,2563,2,1,92015,มัธยมวัดควนวิเศษมูลนิธิ,ตรัง,S,BDA,7,1,จบ
70884,DCM,22,สารสนเทศศาสตร์,2.8,2.79,2560,2563,3,0,84046,สุราษฎร์ธานี 2,สุราษฎร์ธานี,S,BDA,7,1,จบ
70916,DCA,22,สารสนเทศศาสตร์,2.23,2.74,2560,2563,3,1,80086,สิชลคุณาธารวิทยา,นครศรีธรรมราช,S,BDA,7,2,จบ
70918,ITD,22,สารสนเทศศาสตร์,2.9,2.77,2560,2563,3,1,80037,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDA,7,2,จบ
70922,ITD,22,สารสนเทศศาสตร์,2.64,2.83,2560,2563,3,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,นครศรีธรรมราช,S,BDA,7,1,จบ
70926,DCM,22,สารสนเทศศาสตร์,2.55,2.54,2560,2563,3,1,84005,เขาพนมแบกศึกษา,สุราษฎร์ธานี,S,BDA,7,1,จบ
70931,MTA,22,สารสนเทศศาสตร์,2.7,2.63,2560,2563,2,1,1082330183,คุระบุรีชัยพัฒนาพิทยาคม,พังงา,S,BDA,7,2,จบ
70957,ITD,22,สารสนเทศศาสตร์,2.41,2.78,2560,2563,3,1,80063,มุสลิมสันติธรรมมูลนิธิ,นครศรีธรรมราช,S,BDA,7,2,จบ
70982,MTA,22,สารสนเทศศาสตร์,3.38,3.88,2560,2563,2,1,80118,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,นครศรีธรรมราช,S,BDA,11,1,จบ
70996,MTA,22,สารสนเทศศาสตร์,3.51,3.48,2560,2563,2,1,80075,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDA,11,3,จบ
71104,MTA,22,สารสนเทศศาสตร์,2.37,3,2560,2563,2,1,92601,วิทยาลัยการอาชีพห้วยยอด,ตรัง,S,BDA,5,1,จบ
71150,MTA,22,สารสนเทศศาสตร์,3.27,3.02,2560,2563,3,1,83104,วิทยาลัยอาชีวะศึกษาภูเก็ต,ภูเก็ต,S,BDA,7,2,จบ
71164,MTA,22,สารสนเทศศาสตร์,3.09,3.23,2560,2563,3,1,8.28E+12,ดารุสสาลาม,นราธิวาส,S,BDA,7,1,จบ
71168,DCA,22,สารสนเทศศาสตร์,2.91,2.81,2560,2563,3,1,3,วิทยาลัยเทคโนโลยีสุราษฎร์ธานี,สุราษฎร์ธานี,S,BDA,7,1,จบ
71194,DCM,22,สารสนเทศศาสตร์,2.98,2.55,2560,2563,3,0,80002,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDA,7,1,จบ
71204,MTA,22,สารสนเทศศาสตร์,2.96,1.97,2560,2563,2,1,80075,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDA,5,1,จบ
71314,MTA,22,สารสนเทศศาสตร์,2.85,2.68,2560,2563,2,1,84040,เวียงสระ,สุราษฎร์ธานี,S,BDA,5,1,จบ
71588,DCA,22,สารสนเทศศาสตร์,3.31,2.89,2560,2563,2,0,80002,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDA,7,3,จบ
71623,DCA,22,สารสนเทศศาสตร์,2.63,2.07,2560,2563,2,0,80002,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDA,2,3,จบ
72242,DCA,22,สารสนเทศศาสตร์,2.39,2.58,2562,2564,2,0,99840127,เทศบาล 1 (เอ็งเสียงสามัคคี),สงขลา,S,BDA,7,2,จบ
72257,DCA,22,สารสนเทศศาสตร์,2.94,2.43,2562,2564,2,0,90048,หาดใหญ่วิทยาลัย,สงขลา,S,BDA,2,2,จบ
72166,ITD,22,สารสนเทศศาสตร์,3.57,2.88,2560,2563,3,1,80043,ทุ่งใหญ่วิทยาคม,นครศรีธรรมราช,S,BDA,7,1,จบ
72215,ITD,22,สารสนเทศศาสตร์,3.7,3.4,2560,2563,3,1,80087,สิชลประชาสรรค์,นครศรีธรรมราช,S,BDA,0,2,จบ
72272,DCA,22,สารสนเทศศาสตร์,2.49,3.39,2560,2563,2,1,81300103,อัสสัมชัญ นครราชสีมา,นครราชสีมา,EN,BDA,0,1,จบ
72284,ITD,22,สารสนเทศศาสตร์,2.77,1.98,2560,2563,3,0,96007,นราธิวาส,นราธิวาส,S,BDA,0,1,จบ
72323,DCA,22,สารสนเทศศาสตร์,3.63,3.8,2560,2563,2,0,99800001,สาธิตเทศบาลวัดเพชรจริก,นครศรีธรรมราช,S,BDA,0,3,จบ
72329,ITD,22,สารสนเทศศาสตร์,2.5,2.37,2560,2563,3,1,77301,ทับสะแกวิทยา,ประจวบคีรีขันธ์,W,BDA,0,2,จบ
72363,MTA,22,สารสนเทศศาสตร์,3.1,2.72,2560,2563,3,1,96026,อัตตัรกียะห์อิสลามียะห์,นราธิวาส,S,BDA,7,3,จบ
73895,MTA,22,สารสนเทศศาสตร์,2.75,2.78,2561,2564,2,1,84047,สุราษฎร์พิทยา,สุราษฎร์ธานี,S,BDB,8,3,จบ
73926,DCM,22,สารสนเทศศาสตร์,2.78,3.23,2562,2564,3,2,82004,ดีบุกพังงาวิทยายน,พังงา,S,BDB,2,2,จบ
73908,DCA,22,สารสนเทศศาสตร์,3.37,2.71,2561,2563,2,0,1080210774,เบญจมราชูทิศ นครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,3,จบ
73931,MTA,22,สารสนเทศศาสตร์,3.11,2.58,2561,2564,2,1,80037,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDB,8,3,จบ
73944,DCA,22,สารสนเทศศาสตร์,3.13,2.73,2561,2564,2,1,92015,มัธยมวัดควนวิเศษมูลนิธิ,ตรัง,S,BDB,8,1,จบ
73985,MTA,22,สารสนเทศศาสตร์,2.98,3.08,2561,2564,2,1,84023,บางสวรรค์วิทยาคม,สุราษฎร์ธานี,S,BDB,8,2,จบ
74000,DCA,22,สารสนเทศศาสตร์,3.16,2.9,2561,2564,2,0,1083400060,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ภูเก็ต,ภูเก็ต,S,BDB,8,1,จบ
74015,MTA,22,สารสนเทศศาสตร์,2.71,2.65,2561,2564,3,1,84047,สุราษฎร์พิทยา,สุราษฎร์ธานี,S,BDB,8,2,จบ
74048,MTA,22,สารสนเทศศาสตร์,2.52,3.56,2561,2564,3,1,84103231,เทศบาลบ้านย่านยาว,พังงา,S,BDB,8,2,จบ
73055,DCA,22,สารสนเทศศาสตร์,3.21,3.03,2561,2563,2,0,86015,สอาดเผดิมวิทยา,ชุมพร,S,BDB,8,3,จบ
74059,MTA,22,สารสนเทศศาสตร์,2.71,3.25,2561,2564,3,1,40032002,พลวิทยา,สงขลา,S,BDB,8,1,จบ
74277,DCA,22,สารสนเทศศาสตร์,2.86,2.52,2562,2564,2,0,83007,สตรีภูเก็ต,ภูเก็ต,S,BDB,8,2,จบ
74079,DCA,22,สารสนเทศศาสตร์,2.78,2.81,2561,2564,2,1,80063,มุสลิมสันติธรรมมูลนิธิ,นครศรีธรรมราช,S,BDB,8,1,จบ
74082,MTA,22,สารสนเทศศาสตร์,3.5,3.54,2561,2564,2,1,40032002,พลวิทยา,สงขลา,S,BDB,8,1,จบ
74283,MTA,22,สารสนเทศศาสตร์,2.93,2.83,2562,2564,2,0,1083400060,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ภูเก็ต,ภูเก็ต,S,BDB,8,2,จบ
74112,DCM,22,สารสนเทศศาสตร์,3.33,3.32,2561,2564,3,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,2,จบ
74136,MTA,22,สารสนเทศศาสตร์,2.96,3.27,2561,2564,2,1,80118,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,3,จบ
74160,DCA,22,สารสนเทศศาสตร์,3.08,2.54,2561,2564,2,1,80075,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDB,8,2,จบ
74178,MTA,22,สารสนเทศศาสตร์,3.17,3.42,2561,2564,2,1,96023,สุไหงโก-ลก,นราธิวาส,S,BDB,8,1,จบ
74294,MTA,22,สารสนเทศศาสตร์,3.22,2.92,2562,2564,3,0,80002,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,2,จบ
73205,MTA,22,สารสนเทศศาสตร์,2.93,2.9,2561,2563,2,0,82007,"ตะกั่วป่า""เสนานุกูล""",พังงา,S,BDB,8,3,จบ
73209,DCA,22,สารสนเทศศาสตร์,3.61,2.95,2561,2563,2,0,93029,สตรีพัทลุง,พัทลุง,S,BDB,8,3,จบ
74217,ITD,22,สารสนเทศศาสตร์,3.4,2.82,2561,2564,2,0,85004,พิชัยรัตนาคาร,ระนอง,S,BDB,8,1,จบ
74228,MTA,22,สารสนเทศศาสตร์,3.08,3.16,2561,2564,2,0,90026,มหาวชิราวุธ จังหวัดสงขลา,สงขลา,S,BDB,4,1,จบ
74236,ITD,22,สารสนเทศศาสตร์,3.27,2.95,2561,2564,3,1,80075,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDB,8,1,จบ
74241,DCA,22,สารสนเทศศาสตร์,2.65,2.77,2561,2564,2,0,1083400060,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ภูเก็ต,ภูเก็ต,S,BDB,8,1,จบ
74253,MTA,22,สารสนเทศศาสตร์,2.93,3.01,2561,2564,2,1,84023,บางสวรรค์วิทยาคม,สุราษฎร์ธานี,S,BDB,8,2,จบ
73255,MTA,22,สารสนเทศศาสตร์,2.72,2.81,2561,2563,2,0,1083400060,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ภูเก็ต,ภูเก็ต,S,BDB,8,3,จบ
74356,MTA,22,สารสนเทศศาสตร์,3.62,3.32,2562,2564,2,0,1080210774,เบญจมราชูทิศ นครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,2,จบ
74390,MTA,22,สารสนเทศศาสตร์,2.97,2.85,2561,2564,2,1,84038,เมืองสุราษฎร์ธานี,สุราษฎร์ธานี,S,BDB,8,2,จบ
74407,MTA,22,สารสนเทศศาสตร์,3.25,3.63,2561,2564,2,1,80118,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,2,จบ
73333,MTA,22,สารสนเทศศาสตร์,3.29,2.88,2561,2563,3,0,1080210774,เบญจมราชูทิศ นครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,3,จบ
73335,ITD,22,สารสนเทศศาสตร์,2.69,2.97,2561,2563,3,0,80039,ทุ่งสง,นครศรีธรรมราช,S,BDB,8,3,จบ
74452,MTA,22,สารสนเทศศาสตร์,2.85,2.68,2562,2564,3,0,99840047,เทศบาลปลูกปัญญา ในประอุปถัมภ์,ภูเก็ต,S,BDB,8,2,จบ
74453,DCA,22,สารสนเทศศาสตร์,2.7,2.58,2561,2564,2,1,80086,สิชลคุณาธารวิทยา,นครศรีธรรมราช,S,BDB,8,2,จบ
74454,MTA,22,สารสนเทศศาสตร์,3.06,2.71,2561,2564,2,1,80052,ปากพนัง,นครศรีธรรมราช,S,BDB,8,3,จบ
74463,DCM,22,สารสนเทศศาสตร์,2.69,2.69,2561,2564,3,0,84004,เกาะสมุย,สุราษฎร์ธานี,S,BDB,8,1,จบ
74487,MTA,22,สารสนเทศศาสตร์,2.94,3.03,2561,2564,2,1,80118,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,1,จบ
74523,DCM,22,สารสนเทศศาสตร์,3.7,3.2,2562,2564,3,0,1080210774,เบญจมราชูทิศ นครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,2,จบ
73516,ITD,22,สารสนเทศศาสตร์,3.33,2.81,2561,2563,2,0,85004,พิชัยรัตนาคาร,ระนอง,S,BDB,8,3,จบ
74517,MTA,22,สารสนเทศศาสตร์,3,3.78,2561,2564,2,1,83104,วิทยาลัยอาชีวะศึกษาภูเก็ต,ภูเก็ต,S,BDB,8,3,จบ
74549,DCA,22,สารสนเทศศาสตร์,2.66,2.56,2561,2564,2,1,80064,เมืองนครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,1,จบ
74552,MTA,22,สารสนเทศศาสตร์,2.99,3.14,2561,2564,2,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,1,จบ
74586,DCM,22,สารสนเทศศาสตร์,3.84,3.82,2561,2564,3,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,3,จบ
74604,DCM,22,สารสนเทศศาสตร์,3.9,3.8,2561,2564,3,1,99840173,มัธยมเปี่ยมรัก,สุราษฎร์ธานี,S,BDB,8,3,จบ
73606,MTA,22,สารสนเทศศาสตร์,3.31,3.12,2561,2563,2,0,90019,นวมินทราชูทิศ ทักษิณ,สงขลา,S,BDB,8,3,จบ
74622,DCA,22,สารสนเทศศาสตร์,3.52,3.23,2562,2564,2,0,80002,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,2,จบ
74628,ITD,22,สารสนเทศศาสตร์,3.04,3.09,2561,2564,3,1,99840033,พะตงวิทยามูลนิธิ,สงขลา,S,BDB,8,2,จบ
74647,MTA,22,สารสนเทศศาสตร์,2.64,2.51,2561,2564,2,1,80037,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDB,8,0,จบ
74669,MTA,22,สารสนเทศศาสตร์,2.79,2.89,2561,2564,2,1,82009,ท้ายเหมืองวิทยา,พังงา,S,BDB,8,2,จบ
74699,DCA,22,สารสนเทศศาสตร์,2.66,2.96,2561,2564,2,1,99840131,ราชประชานุเคราะห์ 42 สตูล,สตูล,S,BDB,8,1,จบ
74739,DCA,22,สารสนเทศศาสตร์,2.9,2.53,2561,2564,2,1,80055,พรหมคีรีพิทยาคม,นครศรีธรรมราช,S,BDB,8,1,จบ
74744,MTA,22,สารสนเทศศาสตร์,3.46,3.43,2562,2564,2,0,80032,เตรียมอุดมศึกษาภาคใต้,นครศรีธรรมราช,S,BDB,8,2,จบ
74757,MTA,22,สารสนเทศศาสตร์,3.06,3.32,2561,2564,2,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,1,จบ
74795,ITD,22,สารสนเทศศาสตร์,3.45,3.28,2561,2564,3,0,80002,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,1,จบ
74827,MTA,22,สารสนเทศศาสตร์,3.25,2.74,2562,2564,2,0,82007,"ตะกั่วป่า""เสนานุกูล""",พังงา,S,BDB,8,2,จบ
74840,DCA,22,สารสนเทศศาสตร์,2.6,3.2,2561,2564,3,1,99840087,เทศบาล 1 (บ้านท่าตะเภา),ชุมพร,S,BDB,1,2,จบ
74860,MTA,22,สารสนเทศศาสตร์,3.1,3.08,2561,2564,2,0,80080,สตรีทุ่งสง,นครศรีธรรมราช,S,BDB,8,1,จบ
74862,MTA,22,สารสนเทศศาสตร์,3.04,3.11,2561,2564,2,1,96023,สุไหงโก-ลก,นราธิวาส,S,BDB,8,0,จบ
74868,MTA,22,สารสนเทศศาสตร์,2.99,3.09,2561,2564,3,1,83900410,พัฒนาศาสตร์มูลนิธิ,สงขลา,S,BDB,8,2,จบ
74878,DCA,22,สารสนเทศศาสตร์,2.57,3.35,2561,2564,2,1,84103231,เทศบาลบ้านย่านยาว,พังงา,S,BDB,8,2,จบ
73911,DCM,22,สารสนเทศศาสตร์,3.21,2.76,2561,2563,3,0,1080210774,เบญจมราชูทิศ นครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,3,จบ
74914,DCA,22,สารสนเทศศาสตร์,3.64,3.35,2561,2564,2,1,96026,อัตตัรกียะห์อิสลามียะห์,นราธิวาส,S,BDB,8,3,จบ
74917,DCA,22,สารสนเทศศาสตร์,2.45,2.54,2561,2564,2,1,80107,ท่านครญาณวโรภาสอุทิศ,นครศรีธรรมราช,S,BDB,8,1,จบ
74931,DCM,22,สารสนเทศศาสตร์,2.96,3.13,2561,2564,3,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,2,จบ
74946,MTA,22,สารสนเทศศาสตร์,2.83,2.94,2561,2564,2,1,9,สุราษฏร์พิทยา2,สุราษฎร์ธานี,S,BDB,8,1,จบ
74953,ITD,22,สารสนเทศศาสตร์,3.32,3.05,2561,2564,2,1,83910310,อรุณศาสน์วิทยามูลนิธิ,สตูล,S,BDB,8,1,จบ
75004,DCM,22,สารสนเทศศาสตร์,3.68,3.59,2561,2564,3,1,84012011,เตรียมอุดมศึกษาพัฒนาการ สุราษฎร์ธานี,สุราษฎร์ธานี,S,BDB,3,1,จบ
75024,MTA,22,สารสนเทศศาสตร์,2.85,2.85,2561,2564,3,1,80075,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDB,3,2,จบ
75061,ITD,22,สารสนเทศศาสตร์,3.14,2.72,2561,2564,2,1,80075,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDB,3,1,จบ
75062,DCA,22,สารสนเทศศาสตร์,3.19,2.61,2561,2563,2,0,1080210774,เบญจมราชูทิศ นครศรีธรรมราช,นครศรีธรรมราช,S,BDB,3,3,จบ
75075,DCM,22,สารสนเทศศาสตร์,2.32,1.93,2561,2563,3,0,80002,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDB,3,3,จบ
75082,DCA,22,สารสนเทศศาสตร์,2.44,1.67,2561,2564,3,1,80075,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDB,3,2,จบ
75091,DCA,22,สารสนเทศศาสตร์,2.52,2,2561,2564,2,1,80037,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDB,3,2,จบ
75109,ITD,22,สารสนเทศศาสตร์,3.34,2.83,2561,2564,2,1,93021,พัทลุงพิทยาคม,พัทลุง,S,BDB,3,2,จบ
